peak.position	peak	old.mapping	new.mapping	old.insideFeature	new.insideFeature	old.distance	new.distance	mapping.changed	randoms
chrII:3995959-3996653	ELT2peak01716	gale-1 (WBGene00008132)	Y14H12A.5 (WBGene00303364)	upstream	overlapStart	808	69	TRUE	7203
chrII:1188001-1188743	ELT2peak01499	cdr-1 (WBGene00000412)	F53A10.2 (WBGene00018734)	overlapStart	unmapped	267	8631	TRUE	7204
chrV:4724649-4725349	ELT2peak06567	manf-1 (WBGene00021888)	F39G3.4 (WBGene00018209)	overlapStart	overlapStart	79	104	TRUE	7205
chrIV:3963372-3964091	ELT2peak04990	ska-3 (WBGene00018830)	Y46C8AM.1 (WBGene00271795)	overlapStart	inside	145	294	TRUE	7206
chrV:12269061-12269810	ELT2peak07434	idh-1 (WBGene00010317)	twk-24 (WBGene00006677)	overlapEnd	overlapStart	297	261	TRUE	7207
chrV:16840261-16840723	ELT2peak07925	ark-1 (WBGene00000186)	clec-40 (WBGene00011853)	downstream	inside	2747	338	TRUE	7208
chrX:7291145-7291651	ELT2peak09037	unc-84 (WBGene00006816)	lron-7 (WBGene00019351)	upstream	upstream	246	487	TRUE	7209
chrX:12498734-12499514	ELT2peak09649	ser-2 (WBGene00004777)	lips-1 (WBGene00009727)	inside	downstream	4886	2872	TRUE	7210
chrX:8551671-8552220	ELT2peak09178	twk-23 (WBGene00006676)	dhhc-14 (WBGene00044071)	inside	upstream	725	41	TRUE	7211
chrII:6347418-6348093	ELT2peak02076	math-4 (WBGene00015609)	lgg-1 (WBGene00002980)	overlapStart	overlapStart	209	301	TRUE	7212
chrV:5327524-5328251	ELT2peak06616	pdhb-1 (WBGene00015413)	C10G8.8 (WBGene00015684)	overlapStart	inside	71	219	TRUE	7213
chrIV:1561819-1562555	ELT2peak04800	mlcd-1 (WBGene00009439)	hpo-6 (WBGene00021518)	overlapEnd	overlapStart	155	365	TRUE	7214
chrIV:7547452-7548177	ELT2peak05351	pcp-1 (WBGene00003956)	cdd-2 (WBGene00000392)	overlapStart	overlapStart	219	284	TRUE	7215
chrI:7857387-7858215	ELT2peak00782	mut-2 (WBGene00003499)	apb-3 (WBGene00000163)	overlapStart	overlapEnd	79	365	TRUE	7216
chrX:59076-59554	ELT2peak08229	Y73F8A.20 (WBGene00013526)	Y73B3A.18 (WBGene00022219)	downstream	inside	3353	1220	TRUE	7217
chrV:6450676-6451280	ELT2peak06756	ell-1 (WBGene00021281)	acl-8 (WBGene00020264)	inside	overlapStart	2626	194	TRUE	7218
chrV:12528744-12529564	ELT2peak07472	F21G4.1 (WBGene00009023)	F45D3.1 (WBGene00009721)	overlapStart	downstream	91	721	TRUE	7219
chrI:7601408-7602876	ELT2peak00755	rps-17 (WBGene00004486)	aex-1 (WBGene00000084)	overlapEnd	overlapStart	219	569	TRUE	7220
chrI:10104776-10105430	ELT2peak01033	R02D5.3 (WBGene00010977)	Y106G6D.1 (WBGene00013698)	overlapStart	downstream	206	1963	TRUE	7221
chrV:18157629-18158309	ELT2peak07995	dod-21 (WBGene00007873)	clec-48 (WBGene00007565)	overlapStart	overlapStart	100	249	TRUE	7222
chrI:2312886-2313364	ELT2peak00161	egl-30 (WBGene00001196)	eif-2gamma (WBGene00021466)	inside	overlapStart	1848	93	TRUE	7223
chrII:13632120-13633245	ELT2peak02956	gld-3 (WBGene00001597)	tag-10 (WBGene00006404)	downstream	overlapStart	1458	535	TRUE	7224
chrIV:10482554-10483022	ELT2peak05688	vha-2 (WBGene00006911)	F01D4.5 (WBGene00008488)	overlapStart	overlapEnd	349	75	TRUE	7225
chrIII:11251609-11252587	ELT2peak04433	pqn-41 (WBGene00004128)	Y47D3A.32 (WBGene00012938)	inside	overlapStart	141	196	TRUE	7226
chrI:7354105-7354672	ELT2peak00724	T27A3.8 (WBGene00044611)	scav-6 (WBGene00008542)	upstream	overlapStart	222	181	TRUE	7227
chrIV:16398018-16399553	ELT2peak06205	acs-5 (WBGene00013575)	Y65A5A.1 (WBGene00013418)	overlapEnd	overlapEnd	353	322	TRUE	7228
chrII:7618150-7618819	ELT2peak02274	dnc-3 (WBGene00021149)	R07G3.8 (WBGene00019944)	overlapStart	overlapEnd	220	88	TRUE	7229
chrII:11153048-11154515	ELT2peak02718	K02E2.11 (WBGene00185118)	pqm-1 (WBGene00004096)	overlapStart	upstream	353	448	TRUE	7230
chrV:3505699-3506416	ELT2peak06498	trap-3 (WBGene00021420)	ugt-64 (WBGene00015577)	upstream	overlapStart	42	64	TRUE	7231
chrIII:8432094-8432593	ELT2peak04085	plx-2 (WBGene00004048)	ZK1236.5 (WBGene00022864)	downstream	overlapStart	1784	120	TRUE	7232
chrX:333766-334596	ELT2peak08235	Y73F8A.1159 (WBGene00194930)	M02E1.1 (WBGene00019733)	upstream	inside	3470	4	TRUE	7233
chrII:4603817-4604530	ELT2peak01769	W05H12.1 (WBGene00012289)	F35D11.4 (WBGene00018045)	inside	overlapEnd	215	344	TRUE	7234
chrV:9396928-9397643	ELT2peak07056	C17H12.2 (WBGene00015928)	hum-2 (WBGene00002036)	downstream	inside	288	2419	TRUE	7235
chrII:1148817-1150909	ELT2peak01491	daf-16 (WBGene00000912)	pod-2 (WBGene00004076)	unmapped ± 5Kb	inside	9806	1792	TRUE	7236
chrII:6889573-6892257	ELT2peak02174	gbas-1 (WBGene00019130)	acer-1 (WBGene00016630)	upstream	overlapStart	710	845	TRUE	7237
chrIII:8161904-8162640	ELT2peak04054	rpb-11 (WBGene00012187)	bath-42 (WBGene00016803)	unmapped ± 5Kb	inside	6087	455	TRUE	7238
chrX:12434117-12434618	ELT2peak09636	K09G1.1 (WBGene00010727)	T18D3.7 (WBGene00011824)	upstream	overlapStart	136	37	TRUE	7239
chrIII:5871672-5872429	ELT2peak03755	ctsa-1.2 (WBGene00008741)	F01F1.11 (WBGene00017165)	overlapStart	overlapStart	362	33	TRUE	7240
chrV:4495378-4495846	ELT2peak06546	dim-1 (WBGene00001000)	unc-62 (WBGene00006796)	overlapStart	upstream	275	1617	TRUE	7241
chrIV:191982-192723	ELT2peak04675	cyp-25A2 (WBGene00007964)	Y38C1AA.12 (WBGene00021402)	overlapStart	overlapStart	387	274	TRUE	7242
chrIII:8980944-8983585	ELT2peak04160	Y53F4B.39 (WBGene00013176)	pde-2 (WBGene00011146)	inside	overlapStart	1073	953	TRUE	7243
chrIV:8725415-8725960	ELT2peak05489	B0303.3 (WBGene00015125)	F21D5.1 (WBGene00009006)	overlapEnd	overlapStart	161	238	TRUE	7244
chrI:3114749-3117201	ELT2peak00235	F40E3.3 (WBGene00018231)	C45E1.4 (WBGene00016663)	downstream	overlapEnd	117	287	TRUE	7245
chrX:8784557-8785313	ELT2peak09214	unc-68 (WBGene00006801)	ZK721.3 (WBGene00022810)	downstream	inside	194	23	TRUE	7246
chrIV:8612064-8612563	ELT2peak05482	F22B7.9 (WBGene00017698)	cyp-33E2 (WBGene00018334)	overlapStart	overlapStart	49	200	TRUE	7247
chrI:6375693-6376275	ELT2peak00600	let-526 (WBGene00002717)	gld-2 (WBGene00001596)	unmapped ± 5Kb	inside	7119	5759	TRUE	7248
chrX:7660828-7662217	ELT2peak09076	dmd-7 (WBGene00019521)	pcca-1 (WBGene00017864)	upstream	inside	4056	3290	TRUE	7249
chrIII:4643343-4643617	ELT2peak03587	igcm-4 (WBGene00022418)	pfas-1 (WBGene00008654)	inside	upstream	628	38	TRUE	7250
chrIV:7906684-7907479	ELT2peak05390	K12H4.5 (WBGene00019680)	C49H3.9 (WBGene00016794)	upstream	overlapEnd	247	386	TRUE	7251
chrIV:6779682-6780385	ELT2peak05265	R151.2 (WBGene00020107)	dyci-1 (WBGene00015927)	overlapStart	overlapEnd	506	166	TRUE	7252
chrII:14051343-14052024	ELT2peak03032	R57.2 (WBGene00020083)	rpb-11 (WBGene00012187)	overlapEnd	unmapped	195	8037	TRUE	7253
chrIV:884605-885602	ELT2peak04741	sup-26 (WBGene00006331)	mak-2 (WBGene00007007)	upstream	overlapStart	458	256	TRUE	7254
chrX:7100220-7101047	ELT2peak09007	let-418 (WBGene00002637)	C36B7.6 (WBGene00016469)	upstream	overlapStart	3446	118	TRUE	7255
chrII:5628506-5629471	ELT2peak01971	C08G5.7 (WBGene00044418)	F59E12.6 (WBGene00019122)	inside	inside	3019	577	TRUE	7256
chrI:7304599-7305096	ELT2peak00720	ZK484.6 (WBGene00022752)	F13G3.15 (WBGene00303055)	upstream	overlapStart	78	7	TRUE	7257
chrIII:346374-347629	ELT2peak03160	K01C8.1 (WBGene00010456)	gei-4 (WBGene00001561)	inside	inside	156	2067	TRUE	7258
chrV:20417788-20418269	ELT2peak08171	dmd-6 (WBGene00007058)	F53H2.3 (WBGene00010006)	unmapped ± 5Kb	inside	13082	3766	TRUE	7259
chrX:2852325-2853261	ELT2peak08465	phf-10 (WBGene00018013)	kin-29 (WBGene00002210)	overlapStart	overlapStart	239	195	TRUE	7260
chrV:12732607-12733167	ELT2peak07487	nhr-100 (WBGene00003690)	dhs-21 (WBGene00000984)	overlapEnd	inside	38	478	TRUE	7261
chrV:13372780-13374321	ELT2peak07573	F13B12.3 (WBGene00008731)	tag-260 (WBGene00010867)	overlapStart	inside	373	2697	TRUE	7262
chrII:1161932-1163617	ELT2peak01495	daf-16 (WBGene00000912)	T23F4.2 (WBGene00020740)	unmapped ± 5Kb	overlapStart	9580	42	TRUE	7263
chrX:2030447-2031868	ELT2peak08379	C52D10.3 (WBGene00016877)	Y102A11A.2 (WBGene00022412)	unmapped ± 5Kb	overlapEnd	5108	563	TRUE	7264
chrIV:16659444-16659952	ELT2peak06217	sur-5 (WBGene00006351)	Y51H4A.15 (WBGene00013109)	inside	downstream	1732	2085	TRUE	7265
chrX:17475858-17476619	ELT2peak10239	hlh-29 (WBGene00001968)	tps-1 (WBGene00006602)	downstream	upstream	1842	1273	TRUE	7266
chrI:2290951-2291822	ELT2peak00158	C53H9.2 (WBGene00016907)	cdk-7 (WBGene00000408)	overlapStart	overlapStart	125	232	TRUE	7267
chrI:2019302-2020371	ELT2peak00133	C15C8.7 (WBGene00007609)	crtc-1 (WBGene00021237)	overlapStart	unmapped	187	5906	TRUE	7268
chrI:3684438-3685142	ELT2peak00281	Y71F9AL.11 (WBGene00022116)	D1037.1 (WBGene00017025)	inside	overlapStart	21	345	TRUE	7269
chrII:3896501-3897529	ELT2peak01703	Y70C5A.3 (WBGene00050904)	F53C3.7 (WBGene00018751)	overlapStart	downstream	83	262	TRUE	7270
chrX:13356528-13357130	ELT2peak09778	nhr-48 (WBGene00003638)	C49F8.1 (WBGene00008213)	upstream	downstream	2900	4071	TRUE	7271
chrV:7196370-7196935	ELT2peak06840	eor-1 (WBGene00001324)	F09G2.2 (WBGene00017311)	overlapStart	overlapStart	356	19	TRUE	7272
chrX:11962230-11963071	ELT2peak09588	dhhc-1 (WBGene00008606)	C49F5.13 (WBGene00268215)	upstream	downstream	115	259	TRUE	7273
chrII:13953985-13956098	ELT2peak03006	nhr-21 (WBGene00003620)	zip-3 (WBGene00012330)	upstream	inside	255	1445	TRUE	7274
chrIV:7039337-7040075	ELT2peak05294	F56C9.10 (WBGene00018953)	cogc-2 (WBGene00000585)	overlapStart	overlapStart	161	243	TRUE	7275
chrX:11522018-11522664	ELT2peak09542	F20D1.3 (WBGene00008975)	sdc-2 (WBGene00004746)	overlapStart	upstream	186	43	TRUE	7276
chrV:6665705-6666173	ELT2peak06798	ZK185.3 (WBGene00022683)	pmp-5 (WBGene00004062)	overlapStart	overlapStart	230	108	TRUE	7277
chrII:4891366-4891950	ELT2peak01813	W04A8.1 (WBGene00012236)	gst-9 (WBGene00001757)	overlapEnd	overlapStart	429	207	TRUE	7278
chrV:7854568-7857045	ELT2peak06878	Y4C6B.2 (WBGene00021156)	C37C3.2 (WBGene00016496)	overlapEnd	overlapStart	113	880	TRUE	7279
chrII:8187297-8188359	ELT2peak02353	athp-2 (WBGene00019217)	cct-1 (WBGene00000377)	overlapEnd	overlapEnd	75	304	TRUE	7280
chrI:9268692-9269254	ELT2peak00921	unc-14 (WBGene00006753)	F14B4.1 (WBGene00008779)	overlapStart	inside	276	1665	TRUE	7281
chrIV:10419318-10421098	ELT2peak05677	W05H9.4 (WBGene00021051)	F13B12.6 (WBGene00008733)	unmapped ± 5Kb	upstream	7530	1437	TRUE	7282
chrX:7291783-7292250	ELT2peak09038	fos-1 (WBGene00001345)	lron-7 (WBGene00019351)	overlapEnd	overlapStart	169	112	TRUE	7283
chrV:10399216-10399762	ELT2peak07184	C50F7.5 (WBGene00016845)	ugt-2 (WBGene00007073)	overlapStart	inside	279	499	TRUE	7284
chrV:7747752-7748640	ELT2peak06865	F53A9.8 (WBGene00018731)	T05B11.1 (WBGene00020245)	overlapStart	upstream	1	223	TRUE	7285
chrII:5839146-5840275	ELT2peak02011	pod-2 (WBGene00004076)	ZK1248.19 (WBGene00022885)	overlapEnd	overlapStart	381	268	TRUE	7286
chrII:7420228-7420513	ELT2peak02260	Y80D3A.9 (WBGene00013587)	kcc-3 (WBGene00019289)	upstream	unmapped	58	5426	TRUE	7287
chrV:17616685-17617303	ELT2peak07963	clec-187 (WBGene00014137)	Y6G8.6 (WBGene00044208)	inside	overlapStart	495	212	TRUE	7288
chrI:7476725-7477673	ELT2peak00730	trak-1 (WBGene00020838)	T28F4.1 (WBGene00012136)	upstream	overlapStart	1491	221	TRUE	7289
chrIV:17440407-17441057	ELT2peak06272	R02D3.8 (WBGene00019825)	F08A7.1 (WBGene00045013)	overlapStart	overlapStart	164	235	TRUE	7290
chrIV:15136183-15136661	ELT2peak06152	ist-1 (WBGene00002163)	M199.8 (WBGene00010956)	inside	upstream	2844	2184	TRUE	7291
chrIII:10599651-10600146	ELT2peak04349	fbxa-28 (WBGene00022477)	epg-6 (WBGene00012641)	downstream	inside	47	38	TRUE	7292
chrIII:2454922-2455390	ELT2peak03351	cam-1 (WBGene00000289)	nhr-121 (WBGene00003711)	inside	overlapStart	992	27	TRUE	7293
chrII:9934941-9936338	ELT2peak02584	vhp-1 (WBGene00006923)	C05C10.3 (WBGene00007330)	overlapEnd	inside	584	538	TRUE	7294
chrII:6055841-6057218	ELT2peak02046	math-38 (WBGene00020326)	R12C12.7 (WBGene00020027)	overlapStart	overlapStart	100	547	TRUE	7295
chrV:2565435-2566182	ELT2peak06451	pbs-1 (WBGene00003947)	Y45G12C.1 (WBGene00021565)	overlapStart	overlapStart	50	248	TRUE	7296
chrIV:14614085-14614773	ELT2peak06120	C36B7.6 (WBGene00016469)	dmd-6 (WBGene00007058)	overlapStart	upstream	118	1830	TRUE	7297
chrIV:16170499-16171770	ELT2peak06192	pssy-2 (WBGene00012095)	gln-3 (WBGene00001604)	inside	overlapStart	96	360	TRUE	7298
chrX:15339940-15340683	ELT2peak10016	mct-6 (WBGene00015676)	Y15E3A.5 (WBGene00012444)	upstream	upstream	2880	2471	TRUE	7299
chrV:7760193-7760681	ELT2peak06869	W03F8.4 (WBGene00020994)	hint-3 (WBGene00016150)	overlapStart	overlapStart	201	207	TRUE	7300
chrX:15619192-15619855	ELT2peak10048	sto-5 (WBGene00006067)	K09E9.1 (WBGene00010724)	downstream	upstream	367	634	TRUE	7301
chrII:3550376-3550887	ELT2peak01686	Y18D10A.23 (WBGene00012487)	W10G11.19 (WBGene00021148)	upstream	overlapStart	2894	236	TRUE	7302
chrX:11364856-11365454	ELT2peak09506	egrh-1 (WBGene00007772)	pgp-4 (WBGene00003998)	inside	downstream	968	807	TRUE	7303
chrX:4190404-4191206	ELT2peak08626	T10B5.4 (WBGene00020390)	vha-12 (WBGene00006921)	overlapStart	overlapStart	26	112	TRUE	7304
chrI:13368896-13369384	ELT2peak01295	nhr-291 (WBGene00045515)	sptf-3 (WBGene00012735)	overlapStart	upstream	312	2008	TRUE	7305
chrX:3541248-3541786	ELT2peak08552	ivns-1 (WBGene00006493)	gyg-1 (WBGene00006863)	overlapStart	downstream	133	308	TRUE	7306
chrI:14097439-14098409	ELT2peak01352	K10C3.4 (WBGene00010731)	tdpt-1 (WBGene00013405)	upstream	overlapEnd	262	53	TRUE	7307
chrIII:7336091-7336887	ELT2peak03956	C31C9.2 (WBGene00007836)	gsp-2 (WBGene00001748)	upstream	overlapStart	7	300	TRUE	7308
chrII:4769817-4770533	ELT2peak01795	T05E12.8 (WBGene00045382)	F26G1.5 (WBGene00017841)	upstream	downstream	432	1	TRUE	7309
chrX:8757018-8757496	ELT2peak09212	unc-70 (WBGene00006803)	M02D8.5 (WBGene00019731)	overlapEnd	inside	341	2442	TRUE	7310
chrIV:13035749-13036780	ELT2peak06018	grl-15 (WBGene00001724)	mbk-2 (WBGene00003150)	inside	overlapEnd	1289	206	TRUE	7311
chrX:8752519-8753261	ELT2peak09209	elt-3 (WBGene00001251)	M02D8.5 (WBGene00019731)	inside	downstream	2398	1315	TRUE	7312
chrII:5461939-5462510	ELT2peak01940	Y6G8.6 (WBGene00044208)	daz-1 (WBGene00000935)	overlapStart	downstream	212	3330	TRUE	7313
chrIII:5068742-5069553	ELT2peak03637	F40F8.1 (WBGene00009575)	C45G9.2 (WBGene00016674)	overlapStart	overlapStart	225	259	TRUE	7314
chrV:562952-563497	ELT2peak06326	K11H12.8 (WBGene00019664)	C14C6.2 (WBGene00015756)	overlapStart	overlapStart	62	182	TRUE	7315
chrIII:5937929-5938593	ELT2peak03765	trpp-12 (WBGene00016614)	EGAP1.1 (WBGene00017146)	inside	upstream	1503	709	TRUE	7316
chrIV:8531968-8532440	ELT2peak05468	pac-1 (WBGene00015418)	pkg-2 (WBGene00015650)	unmapped ± 5Kb	inside	5961	5742	TRUE	7317
chrIV:11623728-11624192	ELT2peak05843	svh-2 (WBGene00020504)	lys-5 (WBGene00003094)	inside	downstream	2309	63	TRUE	7318
chrX:6432219-6432705	ELT2peak08907	pqn-51 (WBGene00004136)	K10C2.2 (WBGene00019618)	overlapStart	inside	307	1083	TRUE	7319
chrIII:4280675-4281585	ELT2peak03539	T26C11.8 (WBGene00044563)	sup-26 (WBGene00006331)	upstream	upstream	1398	458	TRUE	7320
chrI:3562721-3563199	ELT2peak00270	pop-1 (WBGene00004077)	Y47G6A.22 (WBGene00021647)	inside	overlapStart	1066	130	TRUE	7321
chrX:3952736-3953338	ELT2peak08606	ugt-50 (WBGene00011564)	lin-18 (WBGene00003007)	inside	unmapped	1140	5159	TRUE	7322
chrV:7826603-7827326	ELT2peak06875	Y4C6B.5 (WBGene00021159)	mig-6 (WBGene00003242)	inside	overlapStart	2289	125	TRUE	7323
chrIV:7083260-7083961	ELT2peak05303	F08F8.9 (WBGene00017274)	Y43B11AR.3 (WBGene00021544)	overlapStart	overlapStart	192	245	TRUE	7324
chrII:13813934-13814318	ELT2peak02984	aqp-1 (WBGene00000169)	ZK131.11 (WBGene00013934)	overlapStart	inside	144	3080	TRUE	7325
chrV:5131324-5131841	ELT2peak06603	F42A6.6 (WBGene00018328)	F14F9.8 (WBGene00044536)	overlapStart	overlapEnd	541	214	TRUE	7326
chrII:5806495-5806969	ELT2peak02001	ddo-1 (WBGene00008127)	K05F1.10 (WBGene00019411)	overlapEnd	upstream	72	1022	TRUE	7327
chrIV:7047666-7048518	ELT2peak05298	T22B7.7 (WBGene00020674)	nhr-105 (WBGene00003695)	overlapStart	upstream	179	1436	TRUE	7328
chrI:7856400-7857209	ELT2peak00781	bli-4 (WBGene00000254)	apb-3 (WBGene00000163)	overlapStart	inside	84	641	TRUE	7329
chrV:14594900-14595434	ELT2peak07728	gtl-2 (WBGene00001796)	pes-9 (WBGene00003982)	downstream	overlapEnd	2076	166	TRUE	7330
chrX:15241158-15241861	ELT2peak10005	cln-3.1 (WBGene00000539)	piki-1 (WBGene00009552)	overlapStart	inside	285	4504	TRUE	7331
chrX:9958478-9959198	ELT2peak09344	K07C11.7 (WBGene00019479)	ZC506.1 (WBGene00013919)	inside	overlapStart	245	299	TRUE	7332
chrV:2230858-2231348	ELT2peak06433	Y41D4B.15 (WBGene00021517)	nhr-134 (WBGene00003724)	overlapStart	overlapStart	312	224	TRUE	7333
chrIII:5691199-5691677	ELT2peak03720	F54D5.2 (WBGene00010048)	abi-1 (WBGene00015146)	overlapStart	inside	193	1063	TRUE	7334
chrIV:3964930-3965462	ELT2peak04991	pst-2 (WBGene00018827)	clec-76 (WBGene00021587)	overlapStart	overlapStart	142	216	TRUE	7335
chrV:8948277-8948770	ELT2peak07001	lsm-8 (WBGene00003082)	gck-1 (WBGene00001526)	inside	inside	1054	478	TRUE	7336
chrI:9852108-9852594	ELT2peak01005	dhs-22 (WBGene00000985)	ensa-1 (WBGene00010730)	overlapStart	upstream	264	317	TRUE	7337
chrII:2332139-2332819	ELT2peak01596	Y53C10A.5 (WBGene00013136)	F43C11.8 (WBGene00018385)	upstream	overlapStart	1967	299	TRUE	7338
chrX:8709396-8709864	ELT2peak09198	dmsr-9 (WBGene00022606)	kreg-1 (WBGene00018725)	downstream	overlapStart	884	100	TRUE	7339
chrV:8287195-8287686	ELT2peak06923	ZK721.3 (WBGene00022810)	slc-17.5 (WBGene00017681)	inside	upstream	23	2295	TRUE	7340
chrX:1094371-1095051	ELT2peak08313	D1053.4 (WBGene00008369)	pigx-1 (WBGene00018634)	overlapStart	downstream	198	496	TRUE	7341
chrV:12822014-12822600	ELT2peak07502	K07F5.12 (WBGene00010637)	ugt-18 (WBGene00013900)	upstream	inside	395	158	TRUE	7342
chrII:13982832-13983578	ELT2peak03016	F43E2.1 (WBGene00018390)	Y39G8B.10 (WBGene00012729)	overlapStart	overlapStart	127	283	TRUE	7343
chrV:14688369-14689038	ELT2peak07737	edg-1 (WBGene00007109)	hsp-90 (WBGene00000915)	overlapStart	overlapEnd	285	174	TRUE	7344
chrIV:3252878-3253705	ELT2peak04925	T15B12.1 (WBGene00020530)	dmd-9 (WBGene00022060)	inside	overlapEnd	3135	385	TRUE	7345
chrIII:940271-941051	ELT2peak03207	ctg-2 (WBGene00011756)	fbxa-59 (WBGene00020455)	upstream	overlapEnd	21	172	TRUE	7346
chrX:14804641-14805329	ELT2peak09955	C06G1.1 (WBGene00015545)	sprr-2 (WBGene00009629)	inside	downstream	1324	282	TRUE	7347
chrV:20412210-20412846	ELT2peak08168	Y57G11B.2 (WBGene00013295)	F53H2.3 (WBGene00010006)	upstream	inside	1801	9189	TRUE	7348
chrX:12877758-12878329	ELT2peak09702	acl-2 (WBGene00011543)	bcat-1 (WBGene00001149)	upstream	inside	524	278	TRUE	7349
chrIV:11627766-11628910	ELT2peak05845	tasp-1 (WBGene00010480)	lys-6 (WBGene00003095)	overlapStart	overlapStart	271	181	TRUE	7350
chrII:5553555-5554163	ELT2peak01954	twk-33 (WBGene00006685)	ins-12 (WBGene00002095)	overlapStart	upstream	107	454	TRUE	7351
chrI:6153612-6154730	ELT2peak00567	fhod-1 (WBGene00016735)	T09B4.5 (WBGene00020379)	downstream	overlapStart	399	463	TRUE	7352
chrIV:12869421-12870109	ELT2peak05975	rsp-8 (WBGene00004705)	clec-187 (WBGene00014137)	upstream	inside	142	151	TRUE	7353
chrX:7595944-7596623	ELT2peak09073	C04A11.2 (WBGene00007286)	C44E12.1 (WBGene00016657)	upstream	upstream	3757	304	TRUE	7354
chrV:8031134-8031803	ELT2peak06897	unc-5 (WBGene00006745)	vars-1 (WBGene00006935)	inside	overlapStart	1048	277	TRUE	7355
chrX:5348416-5349137	ELT2peak08771	cysl-3 (WBGene00019962)	syx-3 (WBGene00006371)	inside	overlapStart	222	39	TRUE	7356
chrIII:3499822-3500507	ELT2peak03438	T10B9.9 (WBGene00011678)	M01F1.8 (WBGene00010814)	overlapEnd	inside	173	447	TRUE	7357
chrI:1628480-1629181	ELT2peak00110	herc-1 (WBGene00021685)	Y73E7A.1 (WBGene00022268)	unmapped ± 5Kb	overlapStart	11895	178	TRUE	7358
chrI:9286504-9287472	ELT2peak00926	K07G5.4 (WBGene00010643)	prom-1 (WBGene00009173)	overlapEnd	overlapStart	142	35	TRUE	7359
chrV:20228413-20229328	ELT2peak08156	xdh-1 (WBGene00010083)	Y113G7B.15 (WBGene00013764)	upstream	overlapEnd	454	362	TRUE	7360
chrX:8253624-8254302	ELT2peak09151	nkb-3 (WBGene00010117)	M60.6 (WBGene00019781)	upstream	upstream	4934	1166	TRUE	7361
chrI:5410555-5411594	ELT2peak00484	tag-260 (WBGene00010867)	coq-1 (WBGene00000761)	inside	downstream	2697	1247	TRUE	7362
chrX:10774646-10775412	ELT2peak09445	fip-4 (WBGene00018291)	sma-9 (WBGene00004862)	overlapStart	inside	148	5358	TRUE	7363
chrII:8078063-8078769	ELT2peak02339	mth-2 (WBGene00017947)	K02C4.5 (WBGene00010503)	inside	overlapStart	2155	312	TRUE	7364
chrI:9188835-9189358	ELT2peak00917	ekl-1 (WBGene00009052)	lim-9 (WBGene00006407)	upstream	inside	185	7016	TRUE	7365
chrV:878399-878905	ELT2peak06344	Y55F3BR.2 (WBGene00021939)	T02B11.8 (WBGene00044776)	overlapStart	overlapStart	449	238	TRUE	7366
chrIII:12318756-12319469	ELT2peak04514	Y71H2B.8 (WBGene00022197)	Y75B8A.28 (WBGene00013559)	upstream	overlapStart	166	352	TRUE	7367
chrI:2223535-2224473	ELT2peak00153	atg-5 (WBGene00022152)	gcy-17 (WBGene00001542)	downstream	inside	1654	228	TRUE	7368
chrX:5022583-5023162	ELT2peak08732	clec-210 (WBGene00022261)	ZC449.2 (WBGene00022612)	overlapStart	inside	246	1096	TRUE	7369
chrII:7869988-7870483	ELT2peak02307	sea-2 (WBGene00004751)	ztf-17 (WBGene00011639)	unmapped ± 5Kb	overlapStart	7395	174	TRUE	7370
chrIV:6771556-6772254	ELT2peak05264	exos-9 (WBGene00018154)	anat-1 (WBGene00015938)	unmapped ± 5Kb	inside	11580	746	TRUE	7371
chrII:11694409-11695190	ELT2peak02796	ctsa-4.1 (WBGene00019605)	tars-1 (WBGene00006617)	overlapStart	inside	301	467	TRUE	7372
chrIV:2408474-2409121	ELT2peak04856	set-2 (WBGene00004782)	Y38F2AR.12 (WBGene00021430)	overlapStart	inside	26	3289	TRUE	7373
chrII:9781646-9782384	ELT2peak02569	ZK622.4 (WBGene00022782)	cyp-13A1 (WBGene00011677)	overlapStart	overlapStart	165	304	TRUE	7374
chrII:11738238-11738784	ELT2peak02801	dhcr-7 (WBGene00007126)	ctsa-1.2 (WBGene00008741)	inside	upstream	206	672	TRUE	7375
chrII:11635099-11636167	ELT2peak02788	fce-2 (WBGene00001406)	din-1 (WBGene00008549)	overlapEnd	upstream	378	1490	TRUE	7376
chrX:14738313-14738792	ELT2peak09941	ctf-4 (WBGene00008921)	C05G5.1 (WBGene00007347)	overlapStart	inside	110	1296	TRUE	7377
chrII:10872487-10873235	ELT2peak02693	K05F1.10 (WBGene00019411)	cyn-4 (WBGene00000880)	inside	overlapStart	331	124	TRUE	7378
chrI:13839849-13840331	ELT2peak01336	F26E4.7 (WBGene00009162)	W04A8.1 (WBGene00012236)	overlapStart	overlapStart	229	198	TRUE	7379
chrII:11749012-11750393	ELT2peak02807	B0250.5 (WBGene00007122)	gpb-1 (WBGene00001679)	overlapStart	upstream	12	409	TRUE	7380
chrIII:12122959-12124474	ELT2peak04501	nhr-121 (WBGene00003711)	Y75B8A.6 (WBGene00013543)	inside	overlapEnd	1718	593	TRUE	7381
chrIV:11029410-11030139	ELT2peak05761	C15B12.4 (WBGene00015786)	hrg-4 (WBGene00009493)	overlapStart	downstream	1	21	TRUE	7382
chrI:13650737-13651619	ELT2peak01320	cyb-3 (WBGene00000868)	rpl-31 (WBGene00004445)	overlapStart	downstream	45	1320	TRUE	7383
chrX:12806952-12807514	ELT2peak09687	suds-3 (WBGene00044204)	nhr-27 (WBGene00008901)	overlapStart	inside	250	735	TRUE	7384
